"","drug","SYMBOL","logFC"
"Map3k1","Bevacizumab","Map3k1",0.125515087230158
"4632404H12Rik","Bevacizumab","4632404H12Rik",0.125012354578985
"Angptl7","Bevacizumab","Angptl7",-0.135426568242886
"Srcin1","Bevacizumab","Srcin1",0.122722259818119
"4930592C13Rik","Bevacizumab","4930592C13Rik",0.124225812590423
"Fam151b","Bevacizumab","Fam151b",0.132099892360766
"1700039E22Rik","Bevacizumab","1700039E22Rik",0.144532475276808
"Or5m3b","Bevacizumab","Or5m3b",-0.129338874791417
"Gm15409","Bevacizumab","Gm15409",-0.149395463351783
"Ppp3cb","Bevacizumab","Ppp3cb",-0.124563494342226
"Mir8099-2","Bevacizumab","Mir8099-2",-0.195596257901194
"2700033N17Rik","Bevacizumab","2700033N17Rik",0.169839067156088
"Mir5107","Bevacizumab","Mir5107",-0.161055999355487
"Crybb3","Bevacizumab","Crybb3",0.128779093121917
"Gm42470","Bevacizumab","Gm42470",0.151907025989561
"Prdm5","Bevacizumab","Prdm5",0.122147129862175
"Lpar3","Bevacizumab","Lpar3",-0.146835704463809
"Cyp2j7-ps2","Bevacizumab","Cyp2j7-ps2",-0.129511500035392
"Gm30122","Bevacizumab","Gm30122",0.126753474253505
"Snrnp48","Bevacizumab","Snrnp48",0.125126920956048
"Gm37317","Bevacizumab","Gm37317",0.134008353724536
"Dld","Bevacizumab","Dld",-0.122114696375633
"Gm30301","Bevacizumab","Gm30301",-0.12226333253071
"Gm34350","Bevacizumab","Gm34350",-0.121696184374634
"Gm13245","Bevacizumab","Gm13245",0.143299326836016
"F8","Bevacizumab","F8",-0.125192444439318
"Gja5","Bevacizumab","Gja5",-0.121802886627031
"Gm13412","Bevacizumab","Gm13412",0.124814193222333
"Cfap65","Bevacizumab","Cfap65",0.12400200497337
"A630095N17Rik","Bevacizumab","A630095N17Rik",-0.123649357415825
"Rcan1","Bevacizumab","Rcan1",-0.147371997577442
"Gulp1","Bevacizumab","Gulp1",-0.129379246692259
"Ros1","Bevacizumab","Ros1",-0.121774819187612
"Magi3","Bevacizumab","Magi3",-0.121703215775267
"Kcnip2","Bevacizumab","Kcnip2",0.12976753186368
"H2-K2.1","Bevacizumab","H2-K2.1",0.121511070003634
"Clec7a","Bevacizumab","Clec7a",0.127144946621476
"Mgmt","Bevacizumab","Mgmt",0.123825334471181
"Wwc1","Bevacizumab","Wwc1",-0.122520151550185
"Gm16348","Bevacizumab","Gm16348",0.13462302863469
"Gm13372","Bevacizumab","Gm13372",-0.122939188971785
"Gm9816","Bevacizumab","Gm9816",-0.12091432822749
"Stx1a","Bevacizumab","Stx1a",-0.123921648955089
"Fam193b","Bevacizumab","Fam193b",0.125692821459903
"Gm18101","Bevacizumab","Gm18101",-0.126976996141616
"Gm39228","Bevacizumab","Gm39228",0.127486522970871
"Snord73b","Bevacizumab","Snord73b",-0.206037968341373
"Gm34868","Bevacizumab","Gm34868",0.125141650026583
"Gm2446","Bevacizumab","Gm2446",-0.257449265374081
"Alox5ap","Bevacizumab","Alox5ap",-0.140880979199042
"Cbarp","Bevacizumab","Cbarp",-0.131645765084906
"Zfp950","Bevacizumab","Zfp950",0.122305689342498
"Odf2l","Bevacizumab","Odf2l",0.119477915958941
"Ogdhl","Bevacizumab","Ogdhl",-0.128890678297461
"Gm48583","Bevacizumab","Gm48583",0.121753862685043
"Heph","Bevacizumab","Heph",-0.119535281627945
"Gm9836","Bevacizumab","Gm9836",0.149756424525914
"Gm10358","Bevacizumab","Gm10358",0.132631528326761
"Prpf40b","Bevacizumab","Prpf40b",0.120533156947694
"Gm55213","Bevacizumab","Gm55213",0.125080205012499
"Gm17160","Bevacizumab","Gm17160",0.129802105354196
"Gm15050","Bevacizumab","Gm15050",0.140278871819288
"Foxc1","Bevacizumab","Foxc1",0.141764628487897
"Lefty1","Bevacizumab","Lefty1",-0.123433453836873
"Batf2","Bevacizumab","Batf2",0.124142874278272
"Prkacb","Bevacizumab","Prkacb",-0.118779564614975
"Htr3a","Bevacizumab","Htr3a",-0.119592890271336
"Gm57138","Bevacizumab","Gm57138",-0.132974753173593
"Asah2","Bevacizumab","Asah2",-0.119962934041731
"H2ac25","Bevacizumab","H2ac25",0.118417184275655
"Slc12a3","Bevacizumab","Slc12a3",0.135740503158401
"Fcrlb","Bevacizumab","Fcrlb",-0.122515081043301
"Gm37309","Bevacizumab","Gm37309",0.118841937041895
"Gm56901","Bevacizumab","Gm56901",0.144638536188404
"Gm12097","Bevacizumab","Gm12097",-0.130454494437153
"Gm54954","Bevacizumab","Gm54954",0.140878012265262
"Gm11739","Bevacizumab","Gm11739",0.127531133024864
"Gm9670","Bevacizumab","Gm9670",0.127948297078533
"Mir8110","Bevacizumab","Mir8110",-0.141700123305822
"Fndc3a","Bevacizumab","Fndc3a",-0.122309688453363
"Gm56973","Bevacizumab","Gm56973",-0.117440361676877
"Alas1","Bevacizumab","Alas1",0.141410113399739
"Batf3","Bevacizumab","Batf3",-0.131128480752871
"Zfand4","Bevacizumab","Zfand4",-0.116754475343966
"Gm23686","Bevacizumab","Gm23686",0.117089627698337
"Gm5417","Bevacizumab","Gm5417",0.125347137748467
"Snord32a","Bevacizumab","Snord32a",-0.142367203027598
"Cbr3","Bevacizumab","Cbr3",0.129475719456693
"Gm15764","Bevacizumab","Gm15764",-0.148243721102553
"Hmgcs2","Bevacizumab","Hmgcs2",0.166991990127048
"Gm54986","Bevacizumab","Gm54986",-0.143132893288995
"Gm9843","Bevacizumab","Gm9843",0.130510059691672
"Gm16275","Bevacizumab","Gm16275",-0.11702233268514
"Gm40528","Bevacizumab","Gm40528",-0.11675755937168
"Alas2","Bevacizumab","Alas2",-0.140787201690432
"Gm17111","Bevacizumab","Gm17111",0.155299141071748
"Clca4a","Bevacizumab","Clca4a",0.137824160640094
"Esco1","Bevacizumab","Esco1",0.116471481077286
"Gm13391","Bevacizumab","Gm13391",-0.136912230396016
"Rps3a2","Bevacizumab","Rps3a2",-0.173191186649223
"Gm26175","Bevacizumab","Gm26175",-0.1459170304872
"Gm22009","Bevacizumab","Gm22009",0.121545843227353
"Gm7329","Bevacizumab","Gm7329",0.154844306128612
"Mmd","Bevacizumab","Mmd",0.12656039853851
"5730405O15Rik","Bevacizumab","5730405O15Rik",0.118094888249746
"Mansc4","Bevacizumab","Mansc4",-0.123491494953664
"Cpne4","Bevacizumab","Cpne4",-0.126842255487364
"Gm30925","Bevacizumab","Gm30925",-0.129587149911711
".309","Bevacizumab",".309",0.119953949683263
"Gm27343","Bevacizumab","Gm27343",0.183320260533096
"Gm25897","Bevacizumab","Gm25897",0.133419184754544
"Gm48556","Bevacizumab","Gm48556",-0.147508320751723
"Kdm6b","Bevacizumab","Kdm6b",-0.12194375850617
"Rpl7-ps8","Bevacizumab","Rpl7-ps8",-0.118000387342505
"Herc3","Bevacizumab","Herc3",-0.121929282067643
"Adh6b","Bevacizumab","Adh6b",0.126927832422309
"Gm15899","Bevacizumab","Gm15899",-0.153808797705395
"Gm13486","Bevacizumab","Gm13486",0.123429682303662
"Mrps24","Bevacizumab","Mrps24",0.115119888305049
"Gm55126","Bevacizumab","Gm55126",-0.127675747945588
"Ptger3","Bevacizumab","Ptger3",0.155395062661919
"Gm55208","Bevacizumab","Gm55208",0.179230579386279
"Gm56492","Bevacizumab","Gm56492",0.114980651358075
"9530062K07Rik","Bevacizumab","9530062K07Rik",0.114976876564643
"Gm26944","Bevacizumab","Gm26944",0.206055727717613
"Spata45","Bevacizumab","Spata45",0.120239902309311
"Ndufs5-ps","Bevacizumab","Ndufs5-ps",-0.117225659921218
"Snord98","Bevacizumab","Snord98",-0.137229754346707
"Gm42917","Bevacizumab","Gm42917",-0.116467593633444
"Gm48072","Bevacizumab","Gm48072",0.153940699541163
"Fndc1","Bevacizumab","Fndc1",-0.114522104665018
"Gm48287","Bevacizumab","Gm48287",0.144088639835319
"Tgfbr3l","Bevacizumab","Tgfbr3l",0.127828556674117
"Gm57273","Bevacizumab","Gm57273",0.122788786943046
"Gm55033","Bevacizumab","Gm55033",-0.137413466628213
"Spidr","Bevacizumab","Spidr",-0.114608134362589
"Gm24616","Bevacizumab","Gm24616",0.121541584450794
"Ppp1r1b","Bevacizumab","Ppp1r1b",0.139680285397978
"Mirlet7c-1","Bevacizumab","Mirlet7c-1",-0.137314746530285
"Gm15563","Bevacizumab","Gm15563",-0.211666087479436
"Pdk1","Bevacizumab","Pdk1",0.113580161673463
"Gm53240","Bevacizumab","Gm53240",0.135541402786357
"Cpxm2","Bevacizumab","Cpxm2",-0.218495071414815
"Gm35610","Bevacizumab","Gm35610",-0.112737934786225
"Myc","Bevacizumab","Myc",0.140062512870966
"Tmem252","Bevacizumab","Tmem252",-0.118403207244694
"Mir7027","Bevacizumab","Mir7027",0.21513011633876
"Prph","Bevacizumab","Prph",-0.112588033822825
"Ubd","Bevacizumab","Ubd",0.128715699016498
"Gm5424","Bevacizumab","Gm5424",-0.112583597481314
"Gabrr2","Bevacizumab","Gabrr2",0.123610117402424
"Gm21769","Bevacizumab","Gm21769",0.161879555821568
"Eepd1","Bevacizumab","Eepd1",-0.120474636021001
"Zfp683","Bevacizumab","Zfp683",-0.114013288003361
"Nudt19","Bevacizumab","Nudt19",0.123408665349007
"Mfap5","Bevacizumab","Mfap5",-0.115569222436579
"Serpina3c","Bevacizumab","Serpina3c",0.191192790166233
"Rnf170-ps","Bevacizumab","Rnf170-ps",-0.123191274634056
"Klk1b4","Bevacizumab","Klk1b4",0.123756840360741
"Tmem54","Bevacizumab","Tmem54",-0.113507702686339
"Rps13-ps1","Bevacizumab","Rps13-ps1",0.11802362344616
"Ccn1","Bevacizumab","Ccn1",-0.159721336460758
"Gm13648","Bevacizumab","Gm13648",0.126197959411979
"Lag3","Bevacizumab","Lag3",0.122503998880429
"Meox2","Bevacizumab","Meox2",-0.142280363815138
"Slc20a1","Bevacizumab","Slc20a1",0.123801766358584
"Gm38080","Bevacizumab","Gm38080",-0.136181836924004
"Rpl9-ps7","Bevacizumab","Rpl9-ps7",-0.15835946703495
"Olfm2","Bevacizumab","Olfm2",-0.114706810231819
"Fabp3-ps1","Bevacizumab","Fabp3-ps1",0.122504719885892
"Lhfpl5","Bevacizumab","Lhfpl5",0.111145630136122
"Fgd4","Bevacizumab","Fgd4",-0.114682316236217
"Oaz1-ps","Bevacizumab","Oaz1-ps",-0.111347089166579
"4930589L23Rik","Bevacizumab","4930589L23Rik",0.118159678593127
"1700065L07Rik","Bevacizumab","1700065L07Rik",-0.134381267073594
"Gm16230","Bevacizumab","Gm16230",-0.124136497820244
"Gm18730","Bevacizumab","Gm18730",0.118537351448796
"Postn","Bevacizumab","Postn",0.136098530826605
"Gm9826","Bevacizumab","Gm9826",-0.133078775486947
"Nubpl","Bevacizumab","Nubpl",-0.11883979171363
"Gm11964","Bevacizumab","Gm11964",0.111244772266206
"H2bc12","Bevacizumab","H2bc12",-0.118165429574432
"Adcy3","Bevacizumab","Adcy3",0.122024924758636
"Yipf4","Bevacizumab","Yipf4",-0.118075853007264
"Gm2420","Bevacizumab","Gm2420",0.150971079423442
"Rec114","Bevacizumab","Rec114",0.131846556595797
"Praf2","Bevacizumab","Praf2",0.122453175619568
"Gm42812","Bevacizumab","Gm42812",-0.11872451002364
"Nsun7","Bevacizumab","Nsun7",-0.113224474192877
"Gm11945","Bevacizumab","Gm11945",-0.116432751644309
"Gm20403","Bevacizumab","Gm20403",0.110811087071734
"Zfp101","Bevacizumab","Zfp101",0.111986888328235
"Gm12996","Bevacizumab","Gm12996",-0.115209181776365
"Gm9419","Bevacizumab","Gm9419",-0.109402258539748
"Gm43962","Bevacizumab","Gm43962",0.119150294368161
"Mmrn1","Bevacizumab","Mmrn1",0.124248210042428
"Gm49966","Bevacizumab","Gm49966",0.131390643142994
"Sytl2","Bevacizumab","Sytl2",-0.112947191831037
"Gm6939","Bevacizumab","Gm6939",0.124590829413461
"Tyw3","Bevacizumab","Tyw3",-0.116985616934877
"Gm54844","Bevacizumab","Gm54844",0.177782683514976
"Gm40466","Bevacizumab","Gm40466",-0.12888184681111
"Adh7","Bevacizumab","Adh7",-0.121450597381027
"Carnmt1","Bevacizumab","Carnmt1",-0.112392826324941
"Gm16170","Bevacizumab","Gm16170",0.122062313547976
"Sparcl1","Bevacizumab","Sparcl1",0.110455770882783
"Gm41506","Bevacizumab","Gm41506",0.134293819921954
"Gm56039","Bevacizumab","Gm56039",-0.122712864400106
"Scpep1os","Bevacizumab","Scpep1os",-0.145731696854247
"Col24a1","Bevacizumab","Col24a1",-0.112493484319011
"Gm37292","Bevacizumab","Gm37292",0.109112674352765
"Gm55611","Bevacizumab","Gm55611",-0.11897874969877
"Gm9104","Bevacizumab","Gm9104",0.119613111776574
"Gm44646","Bevacizumab","Gm44646",0.109622532273074
"P2ry2","Bevacizumab","P2ry2",0.127690414968588
"Creb3l1","Bevacizumab","Creb3l1",-0.113720393959241
"Gm42031","Bevacizumab","Gm42031",-0.396235467112717
"Snord8","Bevacizumab","Snord8",-0.146471311051682
"Gm50222","Bevacizumab","Gm50222",-0.1349453156207
"Gm8121","Bevacizumab","Gm8121",-0.109362688952521
"Klrd1","Bevacizumab","Klrd1",0.113555226857269
"2210404E10Rik","Bevacizumab","2210404E10Rik",-0.109608409662189
"Clnk","Bevacizumab","Clnk",0.111509784700647
"Angptl6","Bevacizumab","Angptl6",-0.132369835054899
"Myo3b","Bevacizumab","Myo3b",0.123101680088283
"Gm24091","Bevacizumab","Gm24091",0.168170371725123
"Gm56102","Bevacizumab","Gm56102",0.181362213577705
"Gm55831","Bevacizumab","Gm55831",0.186063116333888
"Gm56735","Bevacizumab","Gm56735",0.107515343382419
"4930487D11Rik","Bevacizumab","4930487D11Rik",-0.110842555176773
"Gm48931","Bevacizumab","Gm48931",0.128811568437757
"Golm2","Bevacizumab","Golm2",-0.112962861727472
"Tff3","Bevacizumab","Tff3",0.148612349004238
"Fam210b","Bevacizumab","Fam210b",-0.112213459799829
"Ogn","Bevacizumab","Ogn",-0.108138745403059
"Gm43936","Bevacizumab","Gm43936",0.121260470913893
"Cdc25b","Bevacizumab","Cdc25b",-0.10759115542868
"Creb3l4","Bevacizumab","Creb3l4",-0.119319478917413
"Gm25188","Bevacizumab","Gm25188",-0.119853651556311
"Cma1","Bevacizumab","Cma1",-0.117936488471467
"Gm14257","Bevacizumab","Gm14257",0.122479934247202
"Gm36440","Bevacizumab","Gm36440",0.12852137780063
"Zfp36","Bevacizumab","Zfp36",0.130389085323576
"Zfp715","Bevacizumab","Zfp715",0.107050675067925
"Gm4524","Bevacizumab","Gm4524",-0.113083171309435
"Fxyd7","Bevacizumab","Fxyd7",0.109919432104045
"Cdk5rap1","Bevacizumab","Cdk5rap1",-0.138992766780914
"Fcer1g","Bevacizumab","Fcer1g",0.109101867266359
"Cd24a","Bevacizumab","Cd24a",-0.112401428629644
"Nos1ap","Bevacizumab","Nos1ap",-0.112513958570615
"Mpped1","Bevacizumab","Mpped1",0.121267169537396
"Gm47639","Bevacizumab","Gm47639",-0.127028841803571
"Gm14292","Bevacizumab","Gm14292",-0.126369596414619
"Armc3","Bevacizumab","Armc3",0.117816432951195
"Gm49330","Bevacizumab","Gm49330",0.133834156382705
"Snrnp70","Bevacizumab","Snrnp70",0.10597049008037
"4930505A04Rik","Bevacizumab","4930505A04Rik",0.133759266102393
"Il4","Bevacizumab","Il4",0.112004040647611
"Gm41469","Bevacizumab","Gm41469",0.107204502610151
"Gm44948","Bevacizumab","Gm44948",-0.131120909090781
"Olfm3","Bevacizumab","Olfm3",-0.121801399177527
"Lrrc41","Bevacizumab","Lrrc41",-0.109114501732665
"Gm24182","Bevacizumab","Gm24182",-0.134983629550481
"Gm45069","Bevacizumab","Gm45069",0.180927090543063
"Ugt2b5","Bevacizumab","Ugt2b5",0.147208839451036
"Mir5623","Bevacizumab","Mir5623",-0.122048122322428
"Mapkapk5","Bevacizumab","Mapkapk5",0.118141095458095
"Gm15682","Bevacizumab","Gm15682",-0.126126040806191
"Nadk2","Bevacizumab","Nadk2",-0.108722826893775
"Hsf4","Bevacizumab","Hsf4",-0.107509493524284
"Prpf38b","Bevacizumab","Prpf38b",0.119876875622967
"Abcg3","Bevacizumab","Abcg3",-0.107441242949983
"BC024386","Bevacizumab","BC024386",0.112187909868549
"5830454E08Rik","Bevacizumab","5830454E08Rik",-0.10848793432122
"Gm32886","Bevacizumab","Gm32886",-0.1107646062083
"Tmem40","Bevacizumab","Tmem40",-0.1163500052714
"Sowahb","Bevacizumab","Sowahb",-0.111135817926098
"Sult1d1","Bevacizumab","Sult1d1",0.1104848937378
"Prox1","Bevacizumab","Prox1",-0.110981198907009
"Gm9108","Bevacizumab","Gm9108",-0.104695243734047
"Rrad","Bevacizumab","Rrad",-0.110332218863756
"Bnip3","Bevacizumab","Bnip3",0.108657477716453
"Gm54922","Bevacizumab","Gm54922",0.121069207713073
"Cphx1","Bevacizumab","Cphx1",0.110107137391344
"Qpct","Bevacizumab","Qpct",-0.104932893275023
"4833419F23Rik","Bevacizumab","4833419F23Rik",-0.11383927934435
"Mir374b","Bevacizumab","Mir374b",-0.151490150124599
"Rpl36-ps2","Bevacizumab","Rpl36-ps2",0.108748217501285
"Mir8120","Bevacizumab","Mir8120",0.142096259005761
"Gm11536","Bevacizumab","Gm11536",0.109253665085461
"Gm13427","Bevacizumab","Gm13427",-0.107270246934551
"Klk1b16","Bevacizumab","Klk1b16",0.107737709726643
"Slc7a13","Bevacizumab","Slc7a13",-0.109227983915192
"Zmynd12","Bevacizumab","Zmynd12",0.106285491515268
"Lipc","Bevacizumab","Lipc",-0.1057331847315
"Rsbn1l","Bevacizumab","Rsbn1l",0.104519232598673
"Gm45016","Bevacizumab","Gm45016",0.111613203964318
"Gm19217","Bevacizumab","Gm19217",0.127644924290236
"Gm47827","Bevacizumab","Gm47827",0.131015020173581
"Mttp","Bevacizumab","Mttp",-0.103357632663601
"Bche","Bevacizumab","Bche",0.111903844791574
"Gm10865","Bevacizumab","Gm10865",0.108091919755009
"Gm32655","Bevacizumab","Gm32655",0.106247661006146
"Gm57103","Bevacizumab","Gm57103",-0.102790698228075
"Lin7a","Bevacizumab","Lin7a",-0.103458172769902
"Gm55955","Bevacizumab","Gm55955",-0.110958952809743
"Pcdh7","Bevacizumab","Pcdh7",-0.10335035817119
"Mob1b","Bevacizumab","Mob1b",-0.10986958776828
"Gm54910","Bevacizumab","Gm54910",0.142691332382973
"Radx","Bevacizumab","Radx",0.119550540483404
"Bex2","Bevacizumab","Bex2",-0.106633654348807
"Gm17193","Bevacizumab","Gm17193",-0.130853859208413
"1810059C17Rik","Bevacizumab","1810059C17Rik",0.119802290907065
"Cd300c2","Bevacizumab","Cd300c2",0.102748962808117
"Icam5","Bevacizumab","Icam5",0.105084117862647
"Sgms2","Bevacizumab","Sgms2",-0.102478451332447
"Mir8111","Bevacizumab","Mir8111",-0.109998116408091
"Leng8","Bevacizumab","Leng8",0.113703525483408
"Sgms1","Bevacizumab","Sgms1",-0.102253000577243
"Lncppara","Bevacizumab","Lncppara",-0.105708949689051
"Gm7902","Bevacizumab","Gm7902",-0.118728310788602
"Gm34783","Bevacizumab","Gm34783",-0.102061833034548
"Pimreg","Bevacizumab","Pimreg",-0.104356316095522
"Cyp46a1","Bevacizumab","Cyp46a1",0.104650508131905
"Gm12527","Bevacizumab","Gm12527",-0.129777100712646
"H3f3a-ps2","Bevacizumab","H3f3a-ps2",0.107426303172936
"Ccnt2","Bevacizumab","Ccnt2",0.102486336372204
"Gm48610","Bevacizumab","Gm48610",0.118149519979231
"Gm55632","Bevacizumab","Gm55632",0.133192420300672
"Gm48949","Bevacizumab","Gm48949",0.116799662799058
"Gm47734","Bevacizumab","Gm47734",0.124517500252662
"Emp3","Bevacizumab","Emp3",0.101624858725915
"Nxf1","Bevacizumab","Nxf1",0.107598140243026
"Ms4a6c","Bevacizumab","Ms4a6c",-0.102524545695094
"Gm10355","Bevacizumab","Gm10355",-0.108215102441601
"AA388235","Bevacizumab","AA388235",-0.143137902586094
"Gm13077","Bevacizumab","Gm13077",-0.107562016182076
"Chrna1os","Bevacizumab","Chrna1os",0.113669796619258
"Supt20","Bevacizumab","Supt20",0.102969573976909
"Kap","Bevacizumab","Kap",0.10501272858343
"Lmbr1l","Bevacizumab","Lmbr1l",0.104162273745298
"Als2cl","Bevacizumab","Als2cl",0.102607543011287
"Gm45819","Bevacizumab","Gm45819",0.118630759133888
"Itgav","Bevacizumab","Itgav",-0.108073405423949
"Rph3a","Bevacizumab","Rph3a",-0.117623869473896
"Insrr","Bevacizumab","Insrr",-0.10234446165966
"Gm24497","Bevacizumab","Gm24497",0.109793987040751
"Gm23123","Bevacizumab","Gm23123",-0.106837009359168
"Gm10052","Bevacizumab","Gm10052",0.100644997217493
"Yes1","Bevacizumab","Yes1",-0.103112726528692
"Gm15860","Bevacizumab","Gm15860",0.121387278695181
"Gm25047","Bevacizumab","Gm25047",0.137480325324941
"Trpv5","Bevacizumab","Trpv5",-0.107950006559908
"Neb","Bevacizumab","Neb",0.106642224469543
"Gm23747","Bevacizumab","Gm23747",-0.129864783948897
"Gm55114","Bevacizumab","Gm55114",0.132544846040874
"Gm56022","Bevacizumab","Gm56022",0.118729234469774
"Stk32b","Bevacizumab","Stk32b",0.111133525543092
"1110019B22Rik","Bevacizumab","1110019B22Rik",0.101326204015521
"Acss3","Bevacizumab","Acss3",-0.121093899137912
"Mir7051","Bevacizumab","Mir7051",-0.146504272298377
"Gm10273","Bevacizumab","Gm10273",0.115424835021191
"Adgrl4","Bevacizumab","Adgrl4",-0.120277807819718
"Chrna9","Bevacizumab","Chrna9",0.104177749704713
"Gm25360","Bevacizumab","Gm25360",-0.103867128296388
"Col11a2","Bevacizumab","Col11a2",0.0999481553963637
"Mir199a-1","Bevacizumab","Mir199a-1",-0.161860877461254
"Gm14388","Bevacizumab","Gm14388",0.12688256803755
"Gm10157","Bevacizumab","Gm10157",0.106203102444062
"Gm17115","Bevacizumab","Gm17115",-0.114810185355164
"Gm22573","Bevacizumab","Gm22573",-0.135504261290842
"Zfp692","Bevacizumab","Zfp692",0.111235223660241
"Gpx6","Bevacizumab","Gpx6",0.113549419904277
"Gm12208","Bevacizumab","Gm12208",-0.123432217862475
"Gm54461","Bevacizumab","Gm54461",0.108119674801627
"Gm43858","Bevacizumab","Gm43858",-0.111060121053865
"Gm9028","Bevacizumab","Gm9028",0.110963630533826
"Zfp973","Bevacizumab","Zfp973",0.107324637275563
".182","Bevacizumab",".182",-0.115880166929477
"Fa2h","Bevacizumab","Fa2h",0.125021371612365
"Ube2e1","Bevacizumab","Ube2e1",-0.102983529408223
"Snord3b-ps2","Bevacizumab","Snord3b-ps2",0.106019767483721
"Gm14302","Bevacizumab","Gm14302",0.11767165675538
"Gm42807","Bevacizumab","Gm42807",0.100438257943985
"Clcf1","Bevacizumab","Clcf1",0.102755061818418
"Gm23245","Bevacizumab","Gm23245",-0.116767278055757
"Dpp4","Bevacizumab","Dpp4",-0.0994657980350006
"Gm22516","Bevacizumab","Gm22516",-0.109946232417836
"Gm40663","Bevacizumab","Gm40663",-0.122027550427192
"Ltk","Bevacizumab","Ltk",0.104218006590266
"Zmym6","Bevacizumab","Zmym6",0.102610964606129
"Gm4708","Bevacizumab","Gm4708",0.0981534114555281
"Atp5l2-ps","Bevacizumab","Atp5l2-ps",0.0991712841100176
"Rarres1","Bevacizumab","Rarres1",-0.106708848397583
"Klrb1-ps1","Bevacizumab","Klrb1-ps1",-0.102688983008705
"Sh3bp2","Bevacizumab","Sh3bp2",0.115289280277658
"Clec18a","Bevacizumab","Clec18a",-0.113499938271073
